STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_bal,Energy balance,siec,Standard international energy product classification (SIEC),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NL,Netherlands,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NL,Netherlands,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NL,Netherlands,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NL,Netherlands,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NL,Netherlands,2024,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NO,Norway,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NO,Norway,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NO,Norway,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NO,Norway,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NO,Norway,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NO,Norway,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NO,Norway,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NO,Norway,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NO,Norway,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NO,Norway,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,NO,Norway,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PL,Poland,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PL,Poland,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PL,Poland,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PL,Poland,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PL,Poland,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PL,Poland,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PL,Poland,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PL,Poland,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PL,Poland,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PL,Poland,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PL,Poland,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PL,Poland,2024,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PT,Portugal,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PT,Portugal,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PT,Portugal,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PT,Portugal,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PT,Portugal,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PT,Portugal,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PT,Portugal,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PT,Portugal,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PT,Portugal,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PT,Portugal,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PT,Portugal,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,PT,Portugal,2024,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RO,Romania,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RO,Romania,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RO,Romania,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RO,Romania,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RO,Romania,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RO,Romania,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RO,Romania,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RO,Romania,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RO,Romania,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RO,Romania,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RO,Romania,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RO,Romania,2024,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RS,Serbia,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RS,Serbia,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RS,Serbia,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RS,Serbia,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RS,Serbia,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RS,Serbia,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RS,Serbia,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RS,Serbia,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RS,Serbia,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RS,Serbia,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,RS,Serbia,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SE,Sweden,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SE,Sweden,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SE,Sweden,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SE,Sweden,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SE,Sweden,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SE,Sweden,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SE,Sweden,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SE,Sweden,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SE,Sweden,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SE,Sweden,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SE,Sweden,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SE,Sweden,2024,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SI,Slovenia,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SI,Slovenia,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SI,Slovenia,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SI,Slovenia,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SI,Slovenia,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SI,Slovenia,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SI,Slovenia,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SI,Slovenia,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SI,Slovenia,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SI,Slovenia,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SI,Slovenia,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SI,Slovenia,2024,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2024,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,C0350-0370,Manufactured gases,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2015,,0.000,,,,,
