STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_bal,Energy balance,siec,Standard international energy product classification (SIEC),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2015,,1.911,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2016,,1.982,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2017,,2.006,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2018,,1.815,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2019,,1.767,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2020,,1.648,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2021,,1.767,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2022,,1.552,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2023,,1.457,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,SK,Slovakia,2024,,1.433,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,TR,Türkiye,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2013,,1000.573,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2014,,745.199,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2015,,651.180,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2016,,612.659,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2017,,553.147,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2018,,540.015,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2019,,687.745,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UA,Ukraine,2020,,79.629,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,UK,United Kingdom,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,H8000,Heat,KTOE,Thousand tonnes of oil equivalent,XK,Kosovo*,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AL,Albania,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AL,Albania,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AL,Albania,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AL,Albania,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AL,Albania,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AL,Albania,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AL,Albania,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AL,Albania,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AL,Albania,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AL,Albania,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AL,Albania,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AT,Austria,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AT,Austria,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AT,Austria,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AT,Austria,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AT,Austria,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AT,Austria,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AT,Austria,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AT,Austria,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AT,Austria,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AT,Austria,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AT,Austria,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,AT,Austria,2024,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BA,Bosnia and Herzegovina,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BA,Bosnia and Herzegovina,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BA,Bosnia and Herzegovina,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BA,Bosnia and Herzegovina,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BA,Bosnia and Herzegovina,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BA,Bosnia and Herzegovina,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BA,Bosnia and Herzegovina,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BA,Bosnia and Herzegovina,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BA,Bosnia and Herzegovina,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BA,Bosnia and Herzegovina,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BE,Belgium,2013,,10336.494,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BE,Belgium,2014,,8176.237,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BE,Belgium,2015,,6283.178,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BE,Belgium,2016,,10588.967,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BE,Belgium,2017,,10299.710,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BE,Belgium,2018,,6960.862,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BE,Belgium,2019,,10593.545,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BE,Belgium,2020,,8371.015,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BE,Belgium,2021,,12223.218,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BE,Belgium,2022,,10697.551,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BE,Belgium,2023,,7925.203,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BE,Belgium,2024,,7514.529,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BG,Bulgaria,2013,,3667.580,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BG,Bulgaria,2014,,4046.700,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BG,Bulgaria,2015,,3912.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BG,Bulgaria,2016,,4010.900,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BG,Bulgaria,2017,,3940.700,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BG,Bulgaria,2018,,4168.300,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BG,Bulgaria,2019,,4301.762,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BG,Bulgaria,2020,,4334.677,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BG,Bulgaria,2021,,4294.944,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BG,Bulgaria,2022,,4289.729,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BG,Bulgaria,2023,,4218.004,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,BG,Bulgaria,2024,,4114.859,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CY,Cyprus,2013,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CY,Cyprus,2014,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CY,Cyprus,2015,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CY,Cyprus,2016,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CY,Cyprus,2017,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CY,Cyprus,2018,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CY,Cyprus,2019,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CY,Cyprus,2020,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CY,Cyprus,2021,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CY,Cyprus,2022,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CY,Cyprus,2023,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CY,Cyprus,2024,,0.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CZ,Czechia,2013,,7758.521,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CZ,Czechia,2014,,7630.766,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CZ,Czechia,2015,,6680.352,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CZ,Czechia,2016,,5977.498,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CZ,Czechia,2017,,7016.777,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CZ,Czechia,2018,,7449.000,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CZ,Czechia,2019,,7548.204,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CZ,Czechia,2020,,7496.295,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CZ,Czechia,2021,,7641.632,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CZ,Czechia,2022,,7714.551,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CZ,Czechia,2023,,7571.872,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,CZ,Czechia,2024,,7411.674,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,DE,Germany,2013,,25052.200,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,DE,Germany,2014,,25010.700,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,DE,Germany,2015,,23636.344,,,,,
dataflow,ESTAT:TEN00122(1.0),Total energy supply by product,A,Annual,NRGSUP,Total energy supply,N900H,Nuclear heat,KTOE,Thousand tonnes of oil equivalent,DE,Germany,2016,,21794.700,,,,,
